collect_time,air1_supply_temperature,air2_supply_temperature,air3_supply_temperature,air4_supply_temperature,air5_supply_temperature,air6_supply_temperature,air7_supply_temperature,air8_supply_temperature,air9_supply_temperature,air10_supply_temperature,air11_supply_temperature,air12_supply_temperature,air13_supply_temperature,air14_supply_temperature,air15_supply_temperature,air16_supply_temperature,air17_supply_temperature,air18_supply_temperature,air19_supply_temperature,air20_supply_temperature,coldaisle1_temperature,coldaisle2_temperature,coldaisle3_temperature,coldaisle4_temperature,coldaisle5_temperature,coldaisle6_temperature,coldaisle7_temperature,coldaisle8_temperature,coldaisle9_temperature,coldaisle10_temperature,coldaisle11_temperature,coldaisle12_temperature,coldaisle13_temperature,coldaisle14_temperature,coldaisle15_temperature,coldaisle16_temperature,coldaisle17_temperature,coldaisle18_temperature
2023-05-17 13:31:20,25.2,23.9,24.3000011,24.8000011,24.8000011,24.4,24.1,24.1,23.9,24.8000011,25.1,24.2,24.1,24.0,24.3000011,24.4,24.4,24.2,23.9,24.7,24.0994644,24.0040665,23.6860847,23.7496834,24.38565,24.9580231,24.6082382,24.2584534,24.5446472,24.2584534,23.8450813,24.7990341,24.2584534,24.9580231,25.053421,24.5764389,24.6718369,25.4032059
2023-05-17 13:31:30,25.2,23.9,24.3000011,24.8000011,24.8000011,24.4,24.1,24.1,23.9,24.8000011,25.1,24.2,24.1,24.0,24.3000011,24.4,24.4,24.2,23.9,24.7,24.0994644,24.0040665,23.6860847,23.7496834,24.38565,24.9580231,24.6082382,24.2584534,24.5446472,24.2584534,23.8450813,24.7990341,24.2584534,24.9580231,25.053421,24.5764389,24.6718369,25.3714066
2023-05-17 13:31:40,25.2,23.9,24.3000011,24.8000011,24.8000011,24.4,24.1,24.1,23.9,24.8000011,25.1,24.2,24.1,24.0,24.3000011,24.4,24.4,24.2,23.9,24.7,24.0994644,24.0040665,23.6860847,23.7496834,24.38565,24.9580231,24.6082382,24.2584534,24.5446472,24.2584534,23.813282,24.7990341,24.2584534,24.9580231,25.053421,24.5764389,24.6718369,25.3714066
2023-05-17 13:31:50,25.2,23.9,24.3000011,24.8000011,24.8000011,24.4,24.1,24.1,23.9,24.8000011,25.1,24.2,24.1,24.0,24.3000011,24.4,24.4,24.2,23.9,24.7,24.0994644,24.0040665,23.6860847,23.7496834,24.38565,24.9580231,24.6082382,24.2584534,24.5446472,24.2584534,23.813282,24.7990341,24.2584534,24.9580231,25.053421,24.5764389,24.6718369,25.3714066
2023-05-17 13:32:00,25.2,23.9,24.3000011,24.8000011,24.8000011,24.4,24.1,24.1,23.9,24.8000011,25.1,24.2,24.1,24.0,24.3000011,24.4,24.4,24.2,23.9,24.7,24.0994644,24.0040665,23.6860847,23.7496834,24.38565,24.8944321,24.6082382,24.2584534,24.5446472,24.2584534,23.813282,24.7990341,24.2584534,24.9580231,25.053421,24.5764389,24.6718369,25.3714066
2023-05-17 13:32:10,25.2,23.9,24.3000011,24.9,24.8000011,24.4,24.1,24.1,23.9,24.8000011,25.1,24.2,24.1,24.0,24.3000011,24.4,24.4,24.2,23.9,24.7,24.0994644,24.0040665,23.6860847,23.7496834,24.38565,24.8944321,24.6082382,24.2584534,24.5446472,24.2584534,23.813282,24.7672348,24.2584534,24.9580231,25.053421,24.5764389,24.6718369,25.3714066
2023-05-17 13:32:20,25.2,23.9,24.3000011,24.9,24.8000011,24.4,24.1,24.1,23.9,24.8000011,25.1,24.2,24.1,24.0,24.3000011,24.4,24.4,24.2,23.9,24.7,24.0994644,24.0040665,23.6860847,23.7496834,24.38565,24.8944321,24.6400375,24.2584534,24.5446472,24.2584534,23.7814827,24.7672348,24.2584534,24.9580231,25.053421,24.5764389,24.6718369,25.3396072
2023-05-17 13:32:30,25.2,23.9,24.3000011,24.9,24.8000011,24.4,24.1,24.1,23.9,24.8000011,25.1,24.2,24.1,24.0,24.3000011,24.4,24.4,24.2,23.9,24.7,24.0994644,24.0040665,23.6860847,23.7496834,24.38565,24.8944321,24.6400375,24.2584534,24.5446472,24.2584534,23.7814827,24.7672348,24.2584534,24.9580231,25.053421,24.5764389,24.6718369,25.3396072
2023-05-17 13:32:40,25.2,23.9,24.3000011,24.9,24.8000011,24.4,24.1,24.1,23.9,24.8000011,25.1,24.2,24.1,24.0,24.3000011,24.4,24.4,24.2,23.9,24.7,24.0994644,24.0040665,23.6860847,23.7178841,24.38565,24.8944321,24.6400375,24.2584534,24.5446472,24.2584534,23.7814827,24.7672348,24.2584534,24.9580231,25.1806183,24.5764389,24.6718369,25.3396072
2023-05-17 13:32:50,25.2,23.9,24.3000011,24.9,24.8000011,24.4,24.1,24.1,23.9,24.8000011,25.1,24.2,24.1,24.0,24.3000011,24.4,24.4,24.2,23.9,24.7,24.0994644,24.0040665,23.6860847,23.7178841,24.38565,24.8944321,24.6400375,24.2584534,24.5446472,24.2584534,23.7814827,24.7672348,24.2584534,24.9580231,25.1806183,24.5764389,24.6718369,25.3396072
